episode,reward,average_reward_50,average_loss,epsilon
68,187.12520505665256,184.64067390944967,0.0008707765442086384,0.7111635524897149
69,182.57176809902376,184.60124574905802,0.0008463424499495886,0.7076077347272662
70,183.53939551912384,184.70439824655494,0.0008288689020846504,0.7040696960536299
71,193.5228632594466,184.91301256446698,0.0015588825456507038,0.7005493475733617
72,192.65009093431706,185.08837657681667,0.0011308221050712745,0.697046600835495
73,189.09468797408437,185.19533711738984,0.0011144863348745274,0.6935613678313175
74,189.72644175276352,185.38477588178637,0.0011014697375358081,0.6900935609921609
75,184.69830770091468,185.35544267584396,0.0010795905332779512,0.6866430931872001
76,193.2017656787942,185.62207859670673,0.001068237091822084,0.6832098777212641
77,192.2123976923397,185.80370437423844,0.0010716849363816437,0.6797938283326578
78,189.5138226178901,185.85868917039414,0.0010358637568715493,0.6763948591909945
79,190.6647750413984,186.12663411860464,0.0010671119222824927,0.6730128848950395
80,189.3890766393541,186.3167730734706,0.0010286056334734895,0.6696478204705644
81,178.4443327383972,186.21560587050834,0.0017341268004965969,0.6662995813682115
82,197.72746486110313,186.52915727257744,0.00126455924869515,0.6629680834613705
83,188.95173826548734,186.60432225692267,0.0012952604103775229,0.6596532430440636
84,177.85295991502664,186.63777369637955,0.001199358688434586,0.6563549768288433
85,185.93974650748984,186.76853883476434,0.001183026741608046,0.653073201944699
86,181.46465881116782,186.71337360109695,0.001166222571686376,0.6498078359349755
87,184.7892031531909,186.67129018277777,0.001246885603875853,0.6465587967553006
88,189.93414503373907,186.80262081614666,0.0012175128925009631,0.6433260027715241
89,191.13500790800015,186.8017066044109,0.0011249873831984587,0.6401093727576664
90,197.42027980243193,187.10267633989116,0.0010985707573127,0.6369088258938781
91,184.3590634649062,187.04679039803537,0.0018543568330351263,0.6337242817644086
92,186.03733653821018,186.8712671937621,0.0014013037643453572,0.6305556603555866
93,192.3265802122911,187.0647352295668,0.0012806795652722939,0.6274028820538087
94,189.5356864427436,187.12608398836124,0.0013712729009857866,0.6242658676435396
95,188.7087426672866,187.09946717384273,0.001316348191263387,0.6211445383053219
96,185.26448783370546,187.0816097732142,0.0013422508569783532,0.6180388156137953
97,183.02829135177427,186.96885972588908,0.0012762204728496726,0.6149486215357263
98,192.9703492086808,187.1882495813256,0.001254528407473117,0.6118738784280476
99,189.16697173948816,187.17982759779608,0.0013377063597436064,0.6088145090359074
100,181.1730404706684,187.07941665785836,0.0013369424864358734,0.6057704364907278
101,199.97126208562804,187.51861582706408,0.0018948464508284815,0.6027415843082742
102,180.36026757914115,187.16205511260696,0.001547032532049343,0.5997278763867329
103,194.68134324083516,187.31886813449884,0.001554022407915909,0.5967292370047992
104,191.82355974527226,187.5256345662082,0.0016585365330975038,0.5937455908197752
105,181.86810833359112,187.50138353546913,0.0015330814071348867,0.5907768628656763
106,189.47341548669482,187.53484569133627,0.0014858807184209581,0.5878229785513479
107,191.52985647213583,187.70819965606123,0.0015217893145454582,0.5848838636585911
108,184.3802407126771,187.71959284917918,0.001404834010405466,0.5819594443402982
109,185.0791397159172,187.6210413224009,0.0015069815657043364,0.5790496471185967
110,201.0689620974857,187.96470495180748,0.0013927628762903624,0.5761543988830038
111,185.48608339628302,188.05807299523423,0.0018896881971741095,0.5732736268885887
112,205.3039258637357,188.498135040919,0.0018146775436762256,0.5704072587541458
113,189.93736973118664,188.54604837929156,0.001734016299189534,0.567555222460375
114,190.4868155307229,188.70552747931544,0.0017965039209229872,0.5647174463480732
115,204.91959601424853,189.12150552382033,0.001712828871444799,0.5618938591163328
116,192.16638373954316,189.23670260627512,0.0016043085983837955,0.5590843898207511
117,184.73634915359693,189.1482672758117,0.001661800009344006,0.5562889678716474
118,198.96999154251463,189.385163005529,0.0015482274045352823,0.5535075230322891
119,199.57162039134195,189.72516005137535,0.001589034728880506,0.5507399854171277
120,198.48914811150755,190.02415510322302,0.0015400900068052578,0.547986285490042
121,193.34488860771424,190.0205956101884,0.0022803975136484952,0.5452463540625918
122,184.89622334159205,189.86551825833388,0.0018150264088471885,0.5425201222922789
123,189.00688326586155,189.86376216416937,0.0017691339665325359,0.5398075216808175
124,209.69216938211423,190.26307671675644,0.0018077170517062768,0.5371084840724134
125,220.45991239915838,190.97830881072136,0.0018236259971745313,0.5344229416520513
126,201.3249415257971,191.14077232766135,0.001707339043263346,0.531750826943791
127,206.122723420329,191.41897884222115,0.001797186111274641,0.5290920728090721
128,209.01674244765857,191.80903723881653,0.0017615869630826636,0.5264466124450268
129,237.20582041226314,192.7398581462338,0.0017334588380763308,0.5238143793828016
130,207.8435173954249,193.10894696135526,0.00173807314154692,0.5211953074858876
131,205.69502504587572,193.65396080750477,0.002369355057948269,0.5185893309484582
132,237.89270174679288,194.45726554521858,0.0020502179979812354,0.5159963842937159
133,226.2717879216986,195.20366653834276,0.002104039725731127,0.5134164023722473
134,212.98171898513954,195.9062417197451,0.002008973799762316,0.510849320360386
135,191.93368806811532,196.02612055095761,0.0019789665801799856,0.5082950737585841
136,219.14855337337787,196.77979844220175,0.002016683536377968,0.5057535983897912
137,217.8971021374916,197.44195642188777,0.001965275096241385,0.5032248303978422
138,222.808797999059,198.0994494811942,0.001913418198004365,0.500708706245853
139,214.4918659960729,198.56658664295563,0.001890146775287576,0.4982051627146237
140,255.15944602486496,199.7213699674043,0.0020067937700951007,0.49571413690105054
141,221.05499195140575,200.4552885371343,0.002735055891738739,0.4932355662165453
142,225.7973339584293,201.2504884855387,0.002327854383911472,0.4907693883854626
143,258.18947552240354,202.56774639174094,0.0022806090571975803,0.4883155414435353
144,253.28114595365355,203.84265558195915,0.0020458920715027487,0.4858739637363176
145,231.03142824388414,204.6891092934911,0.0021831661718315445,0.483444593917636
146,255.65833958392327,206.09698632849543,0.0022115980231319555,0.4810273709480478
147,257.98517924401267,207.5961240863402,0.002217236927128397,0.47862223409330756
148,249.49986553408633,208.72671441284834,0.001955117319943383,0.47622912292284103
149,194.98416950312645,208.8430583681211,0.0021142723888042383,0.4738479773082268
150,217.71314677832,209.57386049427413,0.0021612138810451144,0.47147873742168567
151,221.48896556602486,210.00421456388204,0.003081054284586571,0.46912134373457726
152,264.8794159286102,211.69459753087142,0.0028142529223696327,0.46677573701590436
153,213.31095008239495,212.06718966770265,0.0025564778269617817,0.46444185833082485
154,224.0729133405425,212.71217673960803,0.0025086678619263693,0.46211964903917074
155,235.4845245039121,213.78450506301448,0.00249941628286615,0.4598090507939749
156,230.9287443629394,214.61361164053935,0.0024181681061163545,0.457510005540005
157,195.6069494868063,214.6951535008328,0.0023479267411748877,0.45522245551230495
158,185.0051481356584,214.7076516492924,0.002410860927280737,0.4529463432347434
159,220.0248928990555,215.40656671295514,0.0025063198211137203,0.4506816115185697
160,232.19749279034554,216.0291373268123,0.002581047904881416,0.4484282034609769
161,266.4217550841718,217.64785076057012,0.0034942053543636576,0.446186062443672
162,231.71479092026036,218.17606806170056,0.002966074087074958,0.4439551321314536
163,235.0648852077243,219.07861837123139,0.002905863048566971,0.4417353564707963
164,264.66522779133794,220.56218661644368,0.0029528905962361023,0.43952667968844233
165,222.2096171344291,220.90798703884732,0.0029113815395976415,0.43732904629000013
166,186.20691560070858,220.78879767607057,0.0028426771443337204,0.4351424010585501
167,267.9537465007387,222.45314562301346,0.00282989333383739,0.43296668905325736
168,225.40687519358173,222.9818832960347,0.0028461776793119497,0.43080185560799106
169,194.5672361542093,222.88179561129212,0.0028072696893359536,0.4286478463299511
170,271.9150797809526,224.350314244681,0.00258491456482443,0.42650460709830135
171,188.83087293270373,224.2600339311808,0.004041074015200138,0.42437208406280985
172,225.50113922430518,225.0721322488351,0.003516501060978044,0.4222502236424958
173,272.6576363467553,226.74514731045292,0.0034675386667950077,0.42013897252428334
174,233.28904192455798,227.2170847613018,0.00336967176804319,0.4180382776616619
175,183.31952732004297,226.4742770597195,0.0033108520916430278,0.4159480862733536
176,177.34029995635925,225.99458422833075,0.003253153127268888,0.41386834584198684
177,191.8764016088338,225.7096577921008,0.0030198050152976065,0.4117990041127769
178,274.5993322069235,227.02130958728617,0.0032542888560856227,0.40974000909221303
179,251.64873935047413,227.31016796605036,0.0032306396786589177,0.40769130904675194
180,213.08930984003163,227.41508381494248,0.003087015895289369,0.40565285250151817
181,179.62782795820215,226.89373987318902,0.004624100775283296,0.4036245882390106
182,198.198969566549,226.09986522958414,0.003919431786169298,0.4016064652978155
183,267.01333695780096,226.9146962103062,0.003972053801000584,0.3995984329713264
184,177.80483603412532,226.2111585512859,0.0035046304148854688,0.3976004408064698
185,230.97898604162307,226.99206451075602,0.0038184882485074925,0.39561243860243744
186,187.3509986562316,226.3561134164131,0.0035697777356253936,0.3936343764094253
187,189.62411839880266,225.79065374163932,0.0036654039206914604,0.39166620452737816
188,237.61944775746736,226.08686673680756,0.0035987084730004426,0.3897078735047413
189,226.10359219541354,226.31910126079435,0.0038335041466052646,0.3877593341372176
190,234.56642078279987,225.90724075595307,0.003499751268187538,0.3858205374665315
191,235.88326750405972,226.20380626700612,0.0046644453455810435,0.38389143477919885
192,236.27143922176052,226.41328837227277,0.004109080481808632,0.3819719776053028
193,275.0207762133915,226.74991438609254,0.004089137958129868,0.3800621177172763
194,188.16436395905657,225.4475787462006,0.004082305349467788,0.37816180712868996
195,183.0855645148176,224.48866147161922,0.003924274457443971,0.37627099809304654
196,184.41028831751436,223.06370044629105,0.003819280901865568,0.3743896431025813
197,272.2232642462841,223.34846214633654,0.003952731700555887,0.37251769488706843
198,181.15024392010335,221.98146971405683,0.003625304087589029,0.3706551064126331
199,262.6320222289584,223.33442676857348,0.0036535898096626625,0.36880183088056995
200,274.4963399136446,224.47009063127993,0.003944869537954219,0.3669578217261671
